"ID","n_ID","GLON","e_GLON","GLAT","e_GLAT","rmax","plx","e_plx","pmRA","e_pmRA","pmDE","e_pmDE","nTot","Age","e_Age","Z","Class","K13","CG18","B19","G","_RA.icrs","_DE.icrs"
"FoF_139,Pismis_21","nan",320.366,0.051,-1.794,0.03,0.163,0.306,0.043,-4.224,0.448,-3.724,0.279,187,0.006,0.0004,0.5,2,"1839","987","9052",0,229.2069,-59.6509
"FoF_140","nan",318.969,0.057,-1.833,0.034,0.159,0.288,0.03,-5.112,0.495,-4.059,0.554,167,0.186,0.0112,0.5,3,"nan","nan","nan",0,226.8475,-60.4006
"FoF_141,NGC_5999","nan",326.007,0.036,-1.938,0.041,0.141,0.331,0.046,-3.433,0.255,-4.207,0.281,411,0.457,0.0274,0.25,2,"1877","849","9184",0,238.0465,-56.4843
"FoF_142","nan",326.148,0.06,-1.374,0.046,0.236,0.347,0.065,-4.344,0.352,-3.216,0.435,573,0.006,0.0004,0.5,3,"nan","nan","nan",0,237.6053,-55.9572
"FoF_143,NGC_6067","nan",329.733,0.067,-2.22,0.063,0.27,0.455,0.051,-1.902,0.278,-2.59,0.244,924,0.093,0.0056,-0.25,1,"1909","853","9339",0,243.2982,-54.2379
"FoF_144,NGC_6259","nan",341.977,0.111,-1.524,0.087,0.369,0.412,0.058,-1.078,0.4,-2.883,0.389,1772,0.576,0.0346,0.25,2,"2023","871","9938",0,255.178,-44.6756
"FoF_145","n",343.191,0.068,-2.218,0.048,0.208,0.518,0.049,-2.103,0.251,-5.424,0.23,264,0.977,0.0586,0.25,1,"nan","nan","nan",0,256.9806,-44.1321
"FoF_146","nan",347.335,0.044,-1.395,0.029,0.128,0.353,0.028,-0.678,0.26,-1.958,0.285,88,0.004,0.0002,0.5,3,"nan","nan","nan",0,259.3692,-40.2971
"FoF_147,Trumpler_25","nan",349.161,0.061,-1.771,0.063,0.253,0.42,0.055,0.27,0.313,-2.106,0.285,764,0.692,0.0415,0.5,2,"2079","1204","10265",0,261.1213,-39.0111
"FoF_148,NGC_6396","nan",353.942,0.029,-1.768,0.038,0.111,0.37,0.05,-0.411,0.36,-2.022,0.307,122,0.008,0.0005,0.5,2,"2127","879","10674",0,264.4019,-35.0134
"FoF_298","nan",28.355,0.267,-0.021,0.103,0.572,0.308,0.045,-0.885,0.469,-2.599,0.704,1170,0.501,0.0301,0.5,3,"nan","nan","nan",0,280.7877,-4.0821
"FoF_149,NGC_6451","nan",359.492,0.073,-1.598,0.056,0.265,0.318,0.055,-0.119,0.392,-1.407,0.417,604,0.004,0.0002,0.5,3,"2176","885","10931",0,267.6769,-30.1963
"FoF_150","nan",5.833,0.035,-2.213,0.028,0.113,0.322,0.05,-2.287,0.448,-18.589,0.452,470,12.9,0.774,-2.0,2,"2246","nan","349",0,271.8421,-25.0064
"FoF_151","nan",5.252,0.02,-3.032,0.02,0.073,0.262,0.029,0.241,0.314,-0.391,0.31,110,7.94,0.4764,0.25,1,"2257","nan","315",0,272.3251,-25.9106
"FoF_152,NGC_6583","nan",9.278,0.03,-2.546,0.035,0.13,0.423,0.038,1.296,0.216,0.082,0.211,154,0.55,0.033,0.5,1,"2287","894","499",0,273.9636,-22.1465
"FoF_153,NGC_6603","nan",12.862,0.046,-1.311,0.045,0.19,0.342,0.067,0.015,0.378,-1.974,0.438,871,0.692,0.0415,0.25,3,"2303","896","673",0,274.6141,-18.4071
"FoF_154,Ruprecht_171","nan",16.449,0.073,-3.095,0.071,0.266,0.634,0.053,7.68,0.212,1.096,0.207,478,0.004,0.0002,0.5,3,"2345","1045","808",0,278.016,-16.0673
"FoF_155,FoF_2213,NGC_6705","nan",27.306,0.062,-2.778,0.062,0.293,0.453,0.081,-1.582,0.311,-4.125,0.308,1619,0.576,0.0346,0.25,1,"2399","907","1225",1,282.7722,-6.2718
"FoF_156,FSR_0088","nan",29.137,0.065,-1.727,0.04,0.192,0.263,0.039,-1.608,0.3,-4.068,0.28,227,0.115,0.0069,-1.5,3,"2397","323","1312",0,282.6674,-4.1645
"FoF_157,NGC_6704","nan",28.22,0.035,-2.223,0.044,0.129,0.45,0.039,-0.724,0.259,-3.127,0.283,166,0.776,0.0466,0.0,2,"2398","906","1267",0,282.6922,-5.2062
"FoF_158,Berkeley_81","nan",33.698,0.024,-2.479,0.022,0.079,0.264,0.041,-1.179,0.256,-1.847,0.224,88,1.62,0.0972,0.0,3,"2426","192","1416",0,285.415,-0.4489
"FoF_159","nan",38.742,0.285,-1.688,0.05,0.741,0.318,0.064,-1.295,0.534,-3.721,0.519,969,0.513,0.0308,0.25,3,"2434","nan","nan",0,287.0211,4.3945
"FoF_160","nan",40.941,0.066,-2.487,0.034,0.242,0.268,0.03,-1.192,0.468,-3.674,0.483,95,0.55,0.033,0.5,3,"nan","nan","1556",0,288.7512,5.9753
"FoF_161,NGC_6830","nan",60.118,0.106,-1.774,0.066,0.306,0.431,0.035,-3.134,0.283,-5.685,0.341,311,0.004,0.0002,0.5,3,"2538","922","2067",0,297.712,23.0982
"FoF_162,FSR_0167","nan",65.171,0.094,-2.418,0.079,0.339,0.517,0.049,0.1,0.189,-1.778,0.187,336,0.576,0.0346,0.25,1,"2583","330","2194",0,301.2264,27.0718
"FoF_163","nan",86.16,0.074,-1.709,0.051,0.27,0.383,0.035,-2.274,0.203,-3.372,0.23,152,0.479,0.0287,0.0,3,"2739","nan","2808",0,316.0645,44.3458
"FoF_164,NGC_7062","nan",89.956,0.037,-2.75,0.029,0.132,0.41,0.026,-1.924,0.138,-4.053,0.111,65,0.331,0.0199,-0.25,1,"2778","938","2874",0,320.8615,46.3752
"FoF_165,IC_1434","nan",99.956,0.085,-2.666,0.069,0.298,0.287,0.039,-3.843,0.28,-3.327,0.252,442,0.562,0.0337,0.5,1,"2854","554","3094",0,332.6192,52.8719
"FoF_166,NGC_7245","nan",101.38,0.07,-1.869,0.044,0.283,0.295,0.054,-3.841,0.351,-3.188,0.283,393,0.576,0.0346,0.25,1,"2865","952","3127",0,333.8294,54.3363
"FoF_167,FSR_0342","nan",99.762,0.095,-2.247,0.055,0.316,0.342,0.031,-1.403,0.308,-1.842,0.246,254,0.676,0.0406,0.5,1,"2850","343","3091",0,331.9535,53.1011
"FoF_168","nan",106.597,0.107,-1.438,0.072,0.336,0.277,0.039,-3.37,0.38,-2.596,0.417,349,0.004,0.0002,0.5,3,"nan","nan","nan",0,341.4127,57.3892
"FoF_169","nan",108.446,0.119,-2.774,0.069,0.329,0.258,0.024,-3.116,0.419,-2.368,0.248,192,0.005,0.0003,0.25,3,"2930","nan","3304",0,345.558,56.9943
"FoF_170,NGC_7423","nan",107.61,0.054,-2.269,0.034,0.222,0.276,0.036,-1.337,0.271,-1.274,0.231,100,1.45,0.087,0.5,3,"2919","958","3281",0,343.7744,57.1009
"FoF_171,NGC_129","nan",120.315,0.135,-2.547,0.085,0.413,0.507,0.036,-2.593,0.254,-1.115,0.203,368,0.977,0.0586,-2.0,1,"42","662","3650",1,7.5906,60.2176
"FoF_172,NGC_103","nan",119.82,0.117,-1.39,0.049,0.416,0.3,0.06,-2.785,0.37,-0.953,0.26,351,0.562,0.0337,0.5,2,"32","657","3631",0,6.3654,61.3247
"FoF_173,King_13","nan",118.034,0.223,-1.342,0.099,0.877,0.261,0.036,-2.564,0.488,-0.804,0.318,482,0.631,0.0379,0.25,3,"15","591","nan",0,2.673,61.1417
"FoF_174,Berkeley_60","nan",118.841,0.078,-1.688,0.045,0.201,0.242,0.02,-0.767,0.305,-0.724,0.195,99,0.427,0.0256,-2.0,3,"22","171","3603",0,4.424,60.9155
"FoF_175,Berkeley_58","nan",116.811,0.235,-1.336,0.067,0.753,0.282,0.044,-3.23,0.44,-1.529,0.381,482,0.525,0.0315,0.5,2,"0","168","nan",0,0.1854,60.9318
"FoF_176","nan",128.978,0.764,-1.168,0.42,2.028,0.315,0.049,-1.181,0.441,-0.334,0.323,7160,0.004,0.0002,0.5,3,"nan","nan","nan",0,25.4496,61.1112
"FoF_177,ASCC_9","nan",137.944,0.293,-1.751,0.113,1.118,0.392,0.042,0.115,0.4,-0.97,0.386,380,0.004,0.0002,0.5,3,"183","35","4140",0,41.8418,57.7019
"FoF_178","nan",136.386,0.321,-2.383,0.029,0.723,0.42,0.028,-0.2,0.322,-0.991,0.328,93,0.063,0.0038,0.5,3,"169","nan","nan",0,38.6962,57.7638
"FoF_179","nan",135.085,0.203,-1.685,0.143,0.629,0.321,0.04,-0.343,0.572,-0.537,0.393,531,0.004,0.0002,0.5,3,"nan","nan","nan",0,36.9001,58.899
"FoF_180","nan",135.695,0.29,-2.306,0.054,0.954,0.361,0.047,-0.35,0.339,-0.84,0.358,209,0.039,0.0023,0.0,2,"163","nan","nan",0,37.5485,58.0974
"FoF_181","nan",135.299,0.325,-2.317,0.02,0.597,0.318,0.014,-0.332,0.361,-0.833,0.343,59,0.115,0.0069,0.5,3,"nan","nan","nan",0,36.8431,58.2324
"FoF_182","nan",137.062,0.262,-2.221,0.032,0.784,0.366,0.012,-0.175,0.384,-0.841,0.447,57,0.562,0.0337,0.5,3,"nan","nan","nan",0,39.9768,57.6442
"FoF_183","nan",135.601,0.317,-1.923,0.037,0.609,0.36,0.013,-0.045,0.409,-0.746,0.286,57,0.098,0.0059,0.25,3,"nan","nan","nan",0,37.6543,58.4879
"FoF_184,NGC_1513","nan",152.6,0.119,-1.588,0.078,0.562,0.644,0.049,1.327,0.246,-3.677,0.231,324,0.355,0.0213,-0.5,1,"254","671","4430",0,62.4847,49.4981
"FoF_185,NGC_1605","nan",158.583,0.063,-1.574,0.039,0.222,0.301,0.047,0.924,0.267,-1.911,0.318,104,0.676,0.0406,0.5,3,"284","676","4534",0,68.7351,45.2667
"FoF_186,Berkeley_68","nan",162.047,0.082,-2.388,0.039,0.205,0.281,0.048,2.321,0.227,-1.322,0.203,134,1.45,0.087,0.5,1,"295","178","4592",0,71.0764,42.1385
"FoF_187,FSR_0883","nan",188.079,0.097,0.149,0.067,0.429,0.289,0.038,0.706,0.313,-1.454,0.288,163,0.708,0.0425,0.25,2,"512","377","5121",0,91.0735,22.039
"FoF_188,FSR_0904","nan",191.023,0.091,-0.763,0.071,0.313,0.449,0.034,-0.324,0.317,-1.223,0.271,116,0.004,0.0002,0.5,3,"524","379","5212",0,91.7611,19.0251
"FoF_189,NGC_2129","nan",186.551,0.137,0.146,0.042,0.501,0.486,0.033,0.283,0.173,-2.211,0.276,86,0.006,0.0004,0.5,1,"503","699","5089",0,90.2537,23.3667
"FoF_190,Collinder_115","nan",210.806,0.087,-0.245,0.063,0.336,0.49,0.05,-1.16,0.238,-0.524,0.257,207,0.107,0.0064,0.25,1,"706","220","5716",0,101.6716,1.7802
"FoF_191,NGC_2254","nan",204.334,0.052,0.036,0.03,0.22,0.351,0.061,-0.151,0.301,-0.928,0.334,180,0.537,0.0322,0.25,1,"656","717","5536",0,98.9478,7.6626
"FoF_192,FoF_2144,Haffner_3","nan",219.822,0.052,0.016,0.048,0.168,0.38,0.035,-1.123,0.285,-0.744,0.477,82,0.417,0.025,0.0,1,"795","532","6041",0,106.0276,-6.1217
"FoF_193,Haffner_6","nan",227.903,0.109,0.197,0.075,0.386,0.26,0.044,-1.191,0.368,1.74,0.488,296,1.32,0.0792,-0.25,2,"879","535","6262",0,109.9902,-13.1995
"FoF_194,Berkeley_36","nan",227.468,0.09,-0.554,0.03,0.265,0.244,0.029,-1.508,0.4,0.993,0.377,89,0.851,0.0511,-2.0,3,"861","152","6255",0,109.0995,-13.1662
"FoF_195,NGC_2421","nan",236.28,0.087,0.099,0.101,0.345,0.333,0.045,-2.849,0.538,3.034,0.281,517,0.234,0.014,0.25,1,"964","750","6453",0,114.0871,-20.6053
"FoF_196,FSR_1253","nan",233.255,0.071,-0.921,0.04,0.206,0.252,0.034,-2.029,0.282,2.006,0.392,121,0.562,0.0337,0.5,2,"916","420","6368",0,111.5933,-18.445
"FoF_197,Haffner_9","nan",231.787,0.046,-0.584,0.03,0.176,0.344,0.049,-0.836,0.212,0.483,0.289,126,0.363,0.0218,0.25,1,"909","538","6338",0,111.1734,-16.993
"FoF_198","n",234.945,0.107,-1.276,0.039,0.347,0.31,0.041,-1.972,0.534,2.311,0.589,147,0.537,0.0322,-0.75,1,"nan","nan","nan",1,112.1155,-20.0997
"FoF_199,NGC_2453","nan",243.266,0.041,-0.935,0.028,0.12,0.27,0.048,-2.316,0.255,3.377,0.297,117,0.005,0.0003,0.25,3,"1019","762","6673",0,116.8952,-27.1848
"FoF_200,NGC_2489","nan",246.708,0.078,-0.769,0.069,0.258,0.476,0.044,-2.534,0.223,2.102,0.253,392,0.38,0.0228,-0.25,1,"1062","766","6741",0,119.0637,-30.0571
"FoF_201","nan",246.154,0.033,-0.552,0.024,0.09,0.258,0.038,-2.616,0.213,2.92,0.255,66,0.355,0.0213,0.25,3,"nan","nan","nan",0,118.9464,-29.4709
"FoF_202","nan",249.213,0.161,-0.597,0.074,0.389,0.246,0.027,-2.462,0.393,3.003,0.556,453,0.525,0.0315,0.5,2,"nan","nan","nan",0,120.7712,-32.0981
"FoF_203,Ruprecht_47","nan",248.222,0.192,-0.203,0.079,0.58,0.257,0.034,-2.329,0.477,2.814,0.573,549,0.692,0.0415,0.25,2,"1094","1070","6781",0,120.5456,-31.0491
"FoF_204","nan",249.078,0.1,0.13,0.06,0.306,0.237,0.017,-2.436,0.415,2.912,0.532,161,0.562,0.0337,0.5,2,"nan","nan","nan",0,121.4098,-31.5956
"FoF_205","nan",248.098,0.136,-1.22,0.037,0.521,0.246,0.023,-2.295,0.203,2.762,0.391,85,0.004,0.0002,-0.25,3,"1066","nan","6778",0,119.4573,-31.4786
"FoF_206","nan",254.922,0.19,-0.63,0.054,0.374,0.229,0.014,-2.555,0.366,3.209,0.574,121,0.437,0.0262,-1.25,3,"nan","nan","nan",0,124.5254,-36.8972
"Gulliver_5,FoF_207","nan",265.515,0.251,-0.927,0.069,0.731,0.415,0.035,-5.026,0.323,4.892,0.508,242,0.004,0.0002,0.5,3,"nan","502","7210",0,132.6436,-45.5731
"FoF_208","nan",259.697,0.202,-1.596,0.079,0.707,0.238,0.022,-2.96,0.529,3.514,0.553,217,0.174,0.0104,-1.5,3,"nan","nan","nan",0,127.0291,-41.3648
"FoF_209","nan",260.187,0.278,-1.177,0.041,0.547,0.238,0.017,-3.053,0.476,3.459,0.462,101,0.112,0.0067,-1.25,3,"nan","nan","nan",0,127.8652,-41.5153
"FoF_210","nan",263.828,0.381,-1.646,0.06,0.928,0.253,0.027,-3.281,0.521,3.624,0.598,304,0.871,0.0523,-2.0,3,"nan","nan","nan",0,130.3547,-44.7042
"FoF_211,VDBH_37,BH_37","nan",262.369,0.076,-1.784,0.032,0.238,0.274,0.042,-3.418,0.299,3.923,0.38,127,0.776,0.0466,0.5,3,"1177","97","nan",0,128.9678,-43.6289
"FoF_212","nan",259.959,0.325,-1.336,0.038,0.723,0.23,0.011,-3.087,0.455,3.512,0.478,89,0.851,0.0511,-2.0,3,"nan","nan","7024",0,127.5144,-41.4249
"FoF_213,Muzzio_1","nan",267.965,0.075,-1.353,0.077,0.256,0.505,0.029,-5.27,0.421,4.245,0.366,100,0.005,0.0003,0.5,3,"1251","655","7279",0,134.4649,-47.7224
"FoF_214","nan",259.977,0.255,-1.506,0.039,0.567,0.213,0.006,-3.05,0.366,3.679,0.453,52,7.76,0.4656,0.25,3,"nan","nan","nan",0,127.3448,-41.5392
"FoF_215","nan",275.341,0.225,-1.271,0.12,0.615,0.252,0.027,-4.53,0.603,3.581,0.547,814,0.004,0.0002,0.5,3,"1312","nan","nan",0,142.5494,-53.0058
"FoF_216","nan",273.089,0.081,-0.774,0.029,0.282,0.32,0.052,-5.016,0.334,4.441,0.495,158,0.295,0.0177,0.25,3,"1294","nan","nan",0,140.4791,-51.0832
"FoF_217","nan",275.692,0.147,-1.005,0.092,0.44,0.237,0.022,-4.467,0.617,3.484,0.519,246,0.427,0.0256,-2.0,3,"nan","nan","nan",0,143.2779,-53.0502
"FoF_218","nan",275.513,0.115,-1.196,0.035,0.256,0.218,0.012,-4.312,0.428,3.429,0.443,64,0.004,0.0002,0.0,3,"1314","nan","nan",0,142.8434,-53.0686
"FoF_219","nan",274.33,0.128,-0.507,0.035,0.343,0.225,0.016,-4.193,0.578,3.453,0.547,79,1.66,0.0996,-0.25,3,"nan","nan","nan",0,142.2049,-51.7562
"FoF_220","nan",273.949,0.089,-0.524,0.096,0.283,0.259,0.024,-4.571,0.566,3.591,0.488,212,0.525,0.0315,0.5,3,"nan","nan","nan",0,141.7421,-51.5054
"Gulliver_27,FoF_221","nan",277.674,0.076,-0.707,0.034,0.216,0.295,0.048,-4.743,0.405,3.423,0.365,237,0.576,0.0346,0.25,2,"nan","477","nan",0,146.1105,-54.1416
"FoF_222,Ruprecht_79","nan",277.113,0.059,-0.808,0.032,0.18,0.26,0.035,-4.572,0.327,3.054,0.289,202,0.105,0.0063,0.0,3,"1333","1086","7514",0,145.2754,-53.852
"FoF_223,Ruprecht_83","nan",278.506,0.049,-0.618,0.037,0.16,0.247,0.027,-4.613,0.278,2.939,0.235,133,0.151,0.0091,-0.5,2,"1348","1088","7551",0,147.3038,-54.6074
"FoF_224,Hogg_4","nan",279.463,0.072,0.15,0.058,0.201,0.247,0.028,-5.073,0.434,4.169,0.523,311,0.692,0.0415,0.5,3,"1362","550","7577",0,149.4224,-54.604
"FoF_225,VDBH_87,BH_87","nan",280.711,0.045,0.134,0.047,0.181,0.419,0.053,-6.302,0.274,2.734,0.348,199,0.005,0.0003,0.5,3,"1381","108","7614",0,151.1422,-55.3683
"FoF_226,IC_2581","nan",284.593,0.061,0.028,0.053,0.184,0.343,0.036,-7.188,0.353,3.59,0.265,269,0.004,0.0002,0.5,3,"1426","563","7742",0,156.872,-57.6253
"FoF_227","nan",285.238,0.025,-0.839,0.022,0.078,0.247,0.029,-5.437,0.289,2.929,0.233,65,1.66,0.0996,-0.25,3,"nan","nan","7755",0,157.0574,-58.7015
"FoF_228,NGC_3293","nan",285.844,0.068,0.078,0.052,0.255,0.381,0.053,-7.534,0.38,3.317,0.257,536,0.015,0.0009,0.0,1,"1446","803","7768",0,158.9466,-58.2202
"FoF_229","nan",286.924,0.118,-1.329,0.081,0.304,0.253,0.031,-5.691,0.571,2.726,0.444,557,0.501,0.0301,0.5,3,"nan","nan","nan",0,159.4234,-59.9768
"FoF_230,Trumpler_14","nan",287.419,0.04,-0.57,0.038,0.145,0.391,0.048,-6.499,0.283,2.106,0.299,460,12.6,0.756,-2.0,2,"1463","1193","7853",0,161.0092,-59.5486
"FoF_231,Trumpler_16","nan",287.601,0.04,-0.658,0.039,0.126,0.381,0.04,-6.902,0.281,2.584,0.241,272,0.037,0.0022,-0.5,2,"1465","1195","7871",0,161.2458,-59.7116
"FoF_232,Trumpler_15","nan",287.411,0.028,-0.374,0.038,0.127,0.398,0.04,-6.192,0.229,2.064,0.216,193,0.008,0.0005,0.5,1,"1464","1194","7851",0,161.1761,-59.3717
"FoF_233","nan",287.689,0.043,-1.448,0.055,0.122,0.217,0.011,-5.608,0.51,2.616,0.358,97,0.537,0.0322,0.5,3,"nan","nan","nan",0,160.6563,-60.4501
"FoF_234","nan",287.581,0.108,-1.474,0.079,0.334,0.252,0.026,-5.701,0.506,2.618,0.419,475,0.537,0.0322,0.5,3,"nan","nan","nan",0,160.4387,-60.4216
"FoF_235","nan",287.344,0.053,-1.307,0.04,0.144,0.255,0.021,-5.537,0.604,2.558,0.415,165,0.186,0.0112,-1.75,3,"nan","nan","nan",0,160.1805,-60.1615
"FoF_236,FoF_2093,NGC_3496","nan",289.496,0.063,-0.407,0.063,0.269,0.389,0.034,-7.305,0.328,2.644,0.278,536,1.41,0.0846,-0.5,1,"1487","806","7966",0,164.8693,-60.3249
"FoF_237,NGC_3590","nan",291.201,0.04,-0.167,0.046,0.211,0.355,0.034,-6.108,0.31,1.224,0.393,237,0.007,0.0004,0.5,1,"1518","809","8040",0,168.249,-60.7768
"FoF_238","nan",290.634,0.086,-0.333,0.055,0.232,0.245,0.023,-5.915,0.475,2.124,0.403,218,0.725,0.0435,0.25,3,"1503","nan","nan",0,167.0466,-60.7155
"FoF_239","nan",292.191,0.062,-0.044,0.071,0.242,0.234,0.019,-6.402,0.585,1.757,0.433,223,1.12,0.0672,-2.0,3,"nan","nan","nan",0,170.2409,-61.0149
"FoF_240,NGC_3766","nan",294.118,0.093,-0.019,0.104,0.411,0.461,0.047,-6.728,0.362,0.98,0.314,1112,0.03,0.0018,0.0,1,"1550","813","8118",0,174.0675,-61.5977
"FoF_241","nan",293.041,0.269,0.105,0.146,0.783,0.252,0.029,-6.26,0.7,1.601,0.444,2332,0.525,0.0315,0.5,3,"nan","nan","nan",0,172.0022,-61.1544
"FoF_242","nan",295.389,0.126,-0.221,0.13,0.387,0.245,0.024,-6.499,0.774,1.239,0.445,1391,0.513,0.0308,0.5,3,"nan","nan","nan",0,176.5492,-62.1335
"FoF_243,Stock_14","nan",295.206,0.042,-0.692,0.032,0.1,0.379,0.02,-6.375,0.252,0.788,0.308,76,0.011,0.0007,0.25,2,"1558","1131","8169",0,175.9096,-62.5424
"FoF_244","nan",295.431,0.048,-0.249,0.035,0.117,0.211,0.008,-6.237,0.608,1.126,0.366,57,0.457,0.0274,0.25,3,"nan","nan","nan",0,176.6213,-62.1711
"FoF_245","nan",293.118,0.036,-0.05,0.064,0.134,0.217,0.009,-6.489,0.435,1.78,0.511,51,0.676,0.0406,0.5,3,"nan","nan","nan",0,172.052,-61.3258
"FoF_246","nan",295.874,0.07,-0.051,0.142,0.336,0.258,0.034,-6.471,0.871,1.094,0.463,1293,0.562,0.0337,0.5,3,"1571","nan","8197",0,177.6431,-62.0858
"FoF_247,Ruprecht_97","nan",296.783,0.041,-0.472,0.046,0.133,0.26,0.029,-6.361,0.502,0.655,0.388,142,1.15,0.069,-0.5,3,"1575","1095","8221",0,179.3557,-62.6971
"FoF_248,Ruprecht_101","nan",298.198,0.043,-0.506,0.033,0.128,0.283,0.036,-9.495,0.202,0.485,0.174,214,1.2,0.072,0.5,3,"1589","1016","8271",0,182.389,-62.9922
"FoF_249,Ruprecht_100","nan",297.723,0.048,-0.236,0.052,0.159,0.259,0.026,-7.229,1.158,0.821,0.41,198,0.501,0.0301,0.5,3,"1582","1015","8262",0,181.4639,-62.6458
"FoF_250,FoF_1123,NGC_4052","nan",297.387,0.026,-0.888,0.024,0.058,0.314,0.015,-6.801,0.201,0.096,0.155,51,0.302,0.0181,0.0,3,"nan","816","8248",0,180.4752,-63.2252
"FoF_251","nan",299.034,0.061,-0.348,0.066,0.197,0.5,0.037,-7.124,0.286,-1.2,0.382,222,2.04,0.1224,-0.5,1,"nan","nan","8307",1,184.2601,-62.9591
"FoF_252","nan",303.518,0.09,-0.801,0.069,0.239,0.239,0.019,-6.521,0.626,-0.443,0.436,173,0.115,0.0069,-1.25,3,"nan","nan","nan",0,194.1807,-63.6667
"FoF_253","nan",303.385,0.044,-0.151,0.047,0.177,0.266,0.031,-6.282,0.457,-0.417,0.267,115,0.117,0.007,-1.5,3,"nan","nan","nan",0,193.8582,-63.0192
"FoF_254,Hogg_15","nan",302.032,0.041,-0.241,0.031,0.137,0.264,0.029,-6.146,0.403,-0.419,0.307,118,0.004,0.0002,0.0,3,"1643","545","8432",0,190.8702,-63.0988
"FoF_255","nan",306.583,0.196,-0.921,0.317,0.728,0.255,0.029,-6.63,0.757,-1.259,0.444,7398,0.115,0.0069,-1.25,3,"nan","nan","nan",0,201.0808,-63.5594
"FoF_256","nan",306.971,0.086,-0.712,0.084,0.287,0.243,0.025,-6.608,0.662,-1.355,0.415,1082,1.1,0.066,-2.0,3,"nan","nan","nan",0,201.878,-63.3005
"FoF_257","nan",307.049,0.134,-1.151,0.079,0.312,0.25,0.028,-6.52,0.716,-1.374,0.429,1121,0.178,0.0107,-1.75,3,"nan","nan","nan",0,202.1908,-63.724
"FoF_258","nan",306.908,0.043,-0.704,0.053,0.116,0.217,0.009,-6.689,0.746,-1.33,0.351,115,1.66,0.0996,-0.25,3,"nan","nan","nan",0,201.7367,-63.3013
"FoF_259","nan",307.316,0.036,-0.992,0.035,0.113,0.24,0.025,-6.715,0.617,-1.35,0.469,107,0.004,0.0002,0.25,3,"nan","nan","nan",0,202.7319,-63.5271
"FoF_260","nan",306.979,0.023,-0.509,0.045,0.106,0.223,0.013,-6.43,0.502,-1.42,0.368,60,0.115,0.0069,-1.5,3,"nan","nan","nan",0,201.8329,-63.0984
"FoF_261,NGC_5269","nan",308.926,0.074,-0.666,0.05,0.266,0.471,0.034,-4.574,0.288,-1.936,0.266,165,0.174,0.0104,0.0,1,"1724","831","nan",0,206.1191,-62.9188
"FoF_262,NGC_5617","nan",314.692,0.06,-0.184,0.112,0.312,0.363,0.075,-5.557,0.342,-3.161,0.324,1163,0.004,0.0002,0.5,3,"1784","840","8906",0,217.5383,-60.7818
"FoF_263,Trumpler_22","nan",314.685,0.07,-0.582,0.045,0.22,0.381,0.055,-5.131,0.366,-2.697,0.324,397,0.004,0.0002,0.5,3,"1787","1202","8902",0,217.8314,-61.1535
"FoF_264,Teutsch_80","nan",317.42,0.044,-1.081,0.02,0.148,0.335,0.038,-5.626,0.252,-3.546,0.201,94,0.468,0.0281,-2.0,3,"1815","1180","8975",0,223.3612,-60.4744
"FoF_265","nan",319.616,0.037,-0.007,0.032,0.131,0.287,0.039,-4.858,0.314,-3.412,0.315,119,0.794,0.0476,0.5,3,"nan","nan","nan",0,226.1824,-58.4931
"FoF_266,Pismis_20","nan",320.484,0.059,-1.226,0.049,0.209,0.297,0.042,-3.955,0.456,-3.144,0.544,233,0.004,0.0002,-0.25,3,"1837","986","9057",0,228.8182,-59.1056
"FoF_267","nan",320.191,0.051,-1.619,0.031,0.129,0.237,0.022,-5.016,0.793,-3.511,0.453,72,0.083,0.005,-0.25,3,"nan","nan","nan",0,228.7308,-59.5937
"FoF_268,Lynga_5","nan",324.774,0.047,-1.214,0.042,0.141,0.296,0.044,-3.702,0.338,-3.544,0.316,228,0.708,0.0425,0.5,3,"1864","638","9165",0,235.4744,-56.6756
"FoF_269,FoF_2103,Trumpler_23","nan",328.853,0.055,-0.49,0.043,0.211,0.353,0.049,-4.164,0.297,-4.704,0.255,512,0.513,0.0308,0.5,3,"1887","1203","9305",0,240.2215,-53.5449
"FoF_270","nan",328.52,0.042,-0.351,0.035,0.17,0.339,0.037,-3.835,0.24,-4.319,0.256,155,0.004,0.0002,0.5,3,"nan","nan","9293",0,239.6432,-53.6565
"FoF_271,Ruprecht_115","nan",330.966,0.029,-0.845,0.015,0.075,0.362,0.022,-4.307,0.232,-4.602,0.206,67,0.011,0.0007,0.5,3,"1907","1023","9381",0,243.2204,-52.3919
"FoF_272","nan",334.203,0.022,-0.319,0.036,0.108,0.363,0.031,-1.372,0.312,-3.061,0.221,74,0.005,0.0003,0.5,3,"nan","nan","nan",0,246.3111,-49.7487
"FoF_273","n",333.632,0.028,-0.346,0.03,0.101,0.362,0.036,-2.346,0.365,-4.109,0.289,97,1.48,0.0888,-0.75,1,"nan","nan","nan",0,245.7179,-50.1744
"FoF_274,Ruprecht_121","nan",338.713,0.067,0.091,0.072,0.283,0.461,0.042,-1.113,0.316,-2.547,0.235,558,0.447,0.0268,0.25,2,"1972","1026","9797",0,250.4401,-46.1606
"FoF_275,NGC_6216","nan",340.663,0.044,0.025,0.047,0.141,0.358,0.037,-1.202,0.299,-2.535,0.235,265,0.062,0.0037,0.5,2,"1991","865","9883",0,252.3211,-44.7234
