"fname","Type","Name","RA_ICRS","DE_ICRS","AllNames"
"hsc89","m","HSC_89",255.01130459,-14.59238267,"HSC_89"
"hsc92","o","HSC_92",269.49653852,-23.29243771,"HSC_92"
"hsc93","m","HSC_93",281.23033728,-28.72036583,"HSC_93"
"hsc94","o","HSC_94",270.32860514,-23.61920684,"HSC_94"
"hsc95","m","HSC_95",261.22982521,-18.28691587,"HSC_95"
"hsc97","o","HSC_97",271.28560869,-23.8027007,"HSC_97"
"hsc98","o","HSC_98",259.8507353,-17.07128889,"HSC_98"
"hsc99","m","HSC_99",263.05366362,-18.97601786,"HSC_99"
"hsc100","o","HSC_100",272.42570652,-24.04988447,"HSC_100"
"hsc101","o","HSC_101",278.65389266,-26.87364187,"HSC_101"
"hsc103","m","HSC_103",269.21022784,-22.05030987,"HSC_103"
"hsc104","o","HSC_104",270.5163587,-22.72959219,"HSC_104"
"hsc105","m","HSC_105",284.7017257,-29.09380917,"HSC_105"
"hsc106","o","HSC_106",269.9603932,-22.37753092,"HSC_106"
"hsc108","o","HSC_108",271.32658617,-22.92801652,"HSC_108"
"hsc109","m","HSC_109",274.96394038,-24.66315793,"HSC_109"
"hsc110","o","HSC_110",269.36360315,-21.76285513,"HSC_110"
"hsc113","m","HSC_113",279.77119449,-26.55669048,"HSC_113"
"hsc115","o","HSC_115",273.10750872,-23.02799015,"HSC_115"
"hsc118","o","HSC_118",272.65804245,-22.46953955,"HSC_118"
"hsc119","d","HSC_119",264.63319465,-17.55946347,"HSC_119"
"hsc120","m","HSC_120",263.29501218,-16.59125821,"HSC_120"
"hsc125","m","HSC_125",264.86188617,-16.81024381,"HSC_125"
"hsc127","o","HSC_127",271.94449118,-20.47842167,"HSC_127"
"hsc129","o","HSC_129",270.6826275,-19.76123414,"HSC_129"
"hsc131","o","HSC_131",274.98731846,-21.89475593,"HSC_131"
"hsc132","d","HSC_132",213.89009558,17.10382662,"HSC_132"
"hsc133","m","HSC_133",278.23392061,-23.36693405,"HSC_133"
"hsc135","o","HSC_135",271.7391523,-19.76358173,"HSC_135"
"hsc137","m","HSC_137",281.57007633,-24.35032782,"HSC_137"
"hsc138","o","HSC_138",273.20708575,-20.22983227,"HSC_138"
"hsc139","m","HSC_139",277.61398072,-22.36743412,"HSC_139"
"hsc140","m","HSC_140",277.47389989,-22.15558323,"HSC_140"
"hsc142","o","HSC_142",271.40458776,-18.94524995,"HSC_142"
"hsc143","o","HSC_143",274.35177291,-20.41499421,"HSC_143"
"hsc144","o","HSC_144",274.18232304,-20.32101038,"HSC_144"
"hsc145","o","HSC_145",271.38827094,-18.77060297,"HSC_145"
"hsc147","m","HSC_147",287.27785387,-26.02120676,"HSC_147"
"hsc148","o","HSC_148",273.504239,-19.52203394,"HSC_148"
"hsc149","o","HSC_149",273.50010875,-19.50420289,"HSC_149"
"hsc151","m","HSC_151",288.35675596,-25.89773304,"HSC_151"
"hsc152","o","HSC_152",272.43957765,-18.64624965,"HSC_152"
"hsc153","o","HSC_153",275.21078706,-19.99353689,"HSC_153"
"hsc155","o","HSC_155",273.89793236,-18.75782206,"HSC_155"
"hsc156","o","HSC_156",269.68869697,-16.20407121,"HSC_156"
"hsc157","m","HSC_157",276.61087965,-19.71429058,"HSC_157"
"hsc158","o","HSC_158",273.48004628,-18.06627228,"HSC_158"
"hsc159","o","HSC_159",270.80128723,-16.63427519,"HSC_159"
"hsc160","o","HSC_160",271.87895462,-17.19599946,"HSC_160"
"hsc161","o","HSC_161",273.51324307,-17.98918143,"HSC_161"
"hsc162","o","HSC_162",270.53815169,-16.23085959,"HSC_162"
"hsc164","o","HSC_164",284.60021473,-22.99486528,"HSC_164"
"hsc166","m","HSC_166",278.64101526,-20.24130206,"HSC_166"
"hsc170","m","HSC_170",301.72464453,-28.41949107,"HSC_170"
"hsc171","m","HSC_171",288.65155434,-23.86749095,"HSC_171"
"hsc172","m","HSC_172",259.23106283,-8.73995437,"HSC_172"
"hsc174","o","HSC_174",275.05439837,-17.53998857,"HSC_174"
"hsc175","o","HSC_175",273.09184472,-16.48882379,"HSC_175"
"hsc176","o","HSC_176",274.05273214,-16.53805472,"HSC_176"
"hsc177","m","HSC_177",286.8265867,-22.37657083,"HSC_177"
"hsc178","o","HSC_178",274.41589782,-16.35895169,"HSC_178"
"hsc179","o","HSC_179",272.34370501,-15.24975983,"HSC_179"
"hsc180","m","HSC_180",288.12144997,-22.1809088,"HSC_180"
"hsc181","o","HSC_181",277.27273964,-17.03748063,"HSC_181"
"hsc183","o","HSC_183",275.63762059,-16.00257103,"HSC_183"
"hsc184","o","HSC_184",273.73036939,-14.98552326,"HSC_184"
"hsc186","o","HSC_186",275.42484705,-15.79271552,"HSC_186"
"hsc187","o","HSC_187",273.25004071,-14.46653302,"HSC_187"
"hsc188","m","HSC_188",250.00174263,-0.60389824,"HSC_188"
"hsc189","m","HSC_189",279.06542488,-16.99601034,"HSC_189"
"hsc190","m","HSC_190",246.39719666,1.8548371,"HSC_190"
"hsc191","m","HSC_191",290.91739203,-22.08912514,"HSC_191"
"hsc192","m","HSC_192",282.74154594,-18.55244057,"HSC_192"
"hsc193","m","HSC_193",272.62413029,-13.48973345,"HSC_193"
"hsc194","o","HSC_194",275.73487452,-15.02687037,"HSC_194"
"hsc195","o","HSC_195",278.2333969,-16.07118922,"HSC_195"
"hsc196","o","HSC_196",269.98448899,-11.68227142,"HSC_196"
"hsc197","o","HSC_197",273.00690725,-12.99210675,"HSC_197"
"hsc198","o","HSC_198",276.1002753,-14.49021398,"HSC_198"
"hsc200","o","HSC_200",276.42328768,-13.93978103,"HSC_200"
"hsc201","m","HSC_201",284.52820199,-17.82773452,"HSC_201"
"hsc202","o","HSC_202",275.77318237,-13.45228083,"HSC_202"
"hsc204","o","HSC_204",275.13715089,-12.3711663,"HSC_204"
"hsc205","m","HSC_205",263.83718796,-6.08280617,"HSC_205"
"hsc207","m","HSC_207",277.28937005,-13.10581908,"HSC_207"
"hsc208","m","HSC_208",271.30905982,-9.77796581,"HSC_208"
"hsc210","o","HSC_210",277.34136443,-12.66959183,"HSC_210"
"hsc212","m","HSC_212",291.22466629,-18.37633376,"HSC_212"
"hsc213","o","HSC_213",269.23604456,-7.38452727,"HSC_213"
"hsc214","o","HSC_214",275.04953266,-10.46468426,"HSC_214"
"hsc215","o","HSC_215",277.06809151,-11.458311,"HSC_215"
"hsc219","m","HSC_219",277.58515472,-10.91094866,"HSC_219"
"hsc220","o","HSC_220",280.75311594,-12.48672168,"HSC_220"
"hsc221","o","HSC_221",277.78571281,-10.87545852,"HSC_221"
"hsc222","o","HSC_222",278.51765302,-11.2086311,"HSC_222"
"hsc223","m","HSC_223",282.88233893,-13.35482559,"HSC_223"
"hsc224","o","HSC_224",280.22862243,-11.80396617,"HSC_224"
"hsc225","o","HSC_225",277.73869675,-10.53336579,"HSC_225"
"hsc226","o","HSC_226",277.62115764,-10.45025603,"HSC_226"
"hsc227","o","HSC_227",276.41548305,-9.74681471,"HSC_227"
"hsc229","m","HSC_229",256.08113101,1.6253259,"HSC_229"
"hsc230","o","HSC_230",277.9235098,-10.16943298,"HSC_230"
"hsc231","o","HSC_231",279.70980009,-10.93304208,"HSC_231"
"hsc232","m","HSC_232",264.76852123,-2.73125361,"HSC_232"
"hsc233","o","HSC_233",277.96633836,-8.79048766,"HSC_233"
"hsc234","o","HSC_234",276.88786513,-8.10792682,"HSC_234"
"hsc235","o","HSC_235",278.14825322,-8.45098405,"HSC_235"
"hsc236","m","HSC_236",272.1943693,-5.10307995,"HSC_236"
"hsc238","m","HSC_238",276.10044556,-6.58233157,"HSC_238"
"hsc239","o","HSC_239",277.98435683,-7.50761149,"HSC_239"
"hsc240","m","HSC_240",285.17496522,-10.62643938,"HSC_240"
"hsc242","m","HSC_242",247.84630601,9.21638164,"HSC_242"
"hsc243","o","HSC_243",279.07326609,-6.76277586,"HSC_243"
"hsc245","o","HSC_245",279.88466805,-7.05988378,"HSC_245"
"hsc247","d","HSC_247",296.37942003,-14.84580109,"HSC_247"
"hsc248","m","HSC_248",268.81381224,-0.96469952,"HSC_248"
"hsc249","o","HSC_249",279.69425347,-6.56767885,"HSC_249"
"hsc250","o","HSC_250",278.68028941,-5.99598865,"HSC_250"
"hsc251","o","HSC_251",279.33185736,-6.2970265,"HSC_251"
"hsc252","m","HSC_252",289.58998682,-11.32991985,"HSC_252"
"hsc253","o","HSC_253",279.09803816,-5.99965923,"HSC_253"
"hsc254","o","HSC_254",278.08274076,-5.37004719,"HSC_254"
"hsc255","m","HSC_255",291.18623321,-11.72044989,"HSC_255"
"hsc257","o","HSC_257",278.4657535,-4.95492108,"HSC_257"
"hsc258","o","HSC_258",278.42296731,-4.87384263,"HSC_258"
"hsc261","o","HSC_261",279.67011407,-5.40192615,"HSC_261"
"hsc262","o","HSC_262",280.24984593,-5.64531231,"HSC_262"
"hsc263","m","HSC_263",264.8222678,2.42586823,"HSC_263"
"hsc264","o","HSC_264",280.58260492,-5.78375409,"HSC_264"
"hsc265","o","HSC_265",279.83470989,-5.37947806,"HSC_265"
"hsc266","o","HSC_266",280.78941646,-5.78762459,"HSC_266"
"hsc267","o","HSC_267",278.41689915,-4.5522319,"HSC_267"
"hsc268","o","HSC_268",280.14602461,-5.32521643,"HSC_268"
"hsc269","o","HSC_269",282.96898649,-6.72618358,"HSC_269"
"hsc271","o","HSC_271",279.004336,-4.61108282,"HSC_271"
"hsc272","o","HSC_272",280.11675734,-5.13622613,"HSC_272"
"hsc273","o","HSC_273",281.10699069,-5.44458045,"HSC_273"
"hsc276","o","HSC_276",287.4194613,-8.39386569,"HSC_276"
"hsc277","o","HSC_277",283.90441083,-6.46175483,"HSC_277"
"hsc278","o","HSC_278",279.95626631,-4.36897412,"HSC_278"
"hsc279","o","HSC_279",281.27631323,-4.85880952,"HSC_279"
"hsc280","o","HSC_280",276.8418341,-2.39413243,"HSC_280"
"hsc281","o","HSC_281",280.84487376,-4.38196396,"HSC_281"
"hsc282","m","HSC_282",349.26645462,-26.87716508,"HSC_282"
"hsc283","m","HSC_283",260.25359182,6.35716452,"HSC_283"
"hsc284","o","HSC_284",280.30278063,-3.91097827,"HSC_284"
"hsc285","o","HSC_285",280.90686461,-3.8143722,"HSC_285"
"hsc287","o","HSC_287",275.71677171,-1.03091186,"HSC_287"
"hsc289","m","HSC_289",280.01965762,-2.88903589,"HSC_289"
"hsc290","o","HSC_290",278.96590223,-2.3345193,"HSC_290"
"hsc291","o","HSC_291",282.53536585,-4.1002288,"HSC_291"
"hsc294","o","HSC_294",282.48793931,-3.48927681,"HSC_294"
"hsc295","m","HSC_295",273.82782315,1.01936775,"HSC_295"
"hsc296","m","HSC_296",288.44518873,-6.3435325,"HSC_296"
"hsc297","m","HSC_297",270.78641721,2.73645795,"HSC_297"
"hsc298","m","HSC_298",286.30595476,-5.21450582,"HSC_298"
"hsc299","o","HSC_299",276.29708352,-0.00373218,"HSC_299"
"hsc300","m","HSC_300",291.60679789,-7.68659521,"HSC_300"
"hsc301","m","HSC_301",294.0396753,-8.81347501,"HSC_301"
"hsc302","o","HSC_302",281.08663549,-2.1220746,"HSC_302"
"hsc303","d","HSC_303",269.68248876,3.74209759,"HSC_303"
"hsc304","o","HSC_304",280.53278265,-1.54590303,"HSC_304"
"hsc305","m","HSC_305",269.71609397,4.10488602,"HSC_305"
"hsc307","m","HSC_307",284.40310967,-2.96947137,"HSC_307"
"hsc308","o","HSC_308",280.20065041,-0.7694449,"HSC_308"
"hsc310","m","HSC_310",289.96666311,-5.68417585,"HSC_310"
"hsc313","o","HSC_313",283.68767035,-2.40737519,"HSC_313"
"hsc315","o","HSC_315",284.92662617,-1.8087212,"HSC_315"
"hsc316","o","HSC_316",282.54673643,-0.52407186,"HSC_316"
"hsc318","m","HSC_318",271.09361749,5.45172928,"HSC_318"
"hsc319","d","HSC_319",281.08426223,0.48184599,"HSC_319"
"hsc320","o","HSC_320",282.97709559,-0.43656104,"HSC_320"
"hsc321","o","HSC_321",282.04358433,0.04259551,"HSC_321"
"hsc322","m","HSC_322",257.17484508,12.20013196,"HSC_322"
"hsc323","o","HSC_323",283.85067849,0.23798193,"HSC_323"
"hsc324","o","HSC_324",285.00155947,-0.30611152,"HSC_324"
"hsc325","m","HSC_325",266.633573,8.94370799,"HSC_325"
"hsc327","o","HSC_327",282.81459192,1.04062905,"HSC_327"
"hsc328","m","HSC_328",344.15826369,-23.78139608,"HSC_328"
"hsc329","o","HSC_329",289.27918131,-2.22300068,"HSC_329"
"hsc330","o","HSC_330",292.27984029,-3.0789282,"HSC_330"
"hsc331","d","HSC_331",287.2972983,0.04227457,"HSC_331"
"hsc332","o","HSC_332",287.24343122,0.09405799,"HSC_332"
"hsc333","m","HSC_333",263.3072807,12.0302157,"HSC_333"
"hsc334","m","HSC_334",257.57455868,14.54451052,"HSC_334"
"hsc336","o","HSC_336",284.09016707,2.51660893,"HSC_336"
"hsc337","m","HSC_337",302.76074513,-6.94193448,"HSC_337"
"hsc338","o","HSC_338",283.6360948,2.90215723,"HSC_338"
"hsc339","o","HSC_339",281.84587796,3.99421132,"HSC_339"
"hsc340","o","HSC_340",285.49149962,2.32162468,"HSC_340"
"hsc341","d","HSC_341",359.94533519,-25.7978605,"HSC_341"
"hsc343","m","HSC_343",286.95728589,2.33054736,"HSC_343"
"hsc344","d","HSC_344",289.46344812,1.16171003,"HSC_344"
"hsc345","o","HSC_345",282.792734,5.18125841,"HSC_345"
"hsc346","o","HSC_346",286.5839454,3.39767234,"HSC_346"
"hsc347","o","HSC_347",284.03640254,4.74272114,"HSC_347"
"hsc348","o","HSC_348",290.18097291,1.64394572,"HSC_348"
"hsc349","o","HSC_349",279.595638,7.44103693,"HSC_349"
"hsc350","o","HSC_350",284.58440548,5.04603347,"HSC_350"
"hsc351","o","HSC_351",284.91928372,5.0846215,"HSC_351"
"hsc353","o","HSC_353",286.10111359,4.61333999,"HSC_353"
"hsc354","m","HSC_354",289.291125,3.83569888,"HSC_354"
"hsc355","o","HSC_355",274.33969211,11.32978422,"HSC_355"
"hsc356","m","HSC_356",318.99107287,-11.01530887,"HSC_356"
"hsc357","d","HSC_357",292.29217916,2.81604568,"HSC_357"
"hsc358","o","HSC_358",286.08236259,6.72258116,"HSC_358"
"hsc359","o","HSC_359",284.31849811,8.29918362,"HSC_359"
"hsc361","o","HSC_361",288.39686418,6.40431079,"HSC_361"
"hsc363","o","HSC_363",284.28313213,8.55187932,"HSC_363"
"hsc365","o","HSC_365",288.18991431,6.93418268,"HSC_365"
"hsc366","o","HSC_366",289.76471804,6.12328306,"HSC_366"
"hsc368","o","HSC_368",290.89356015,5.96870531,"HSC_368"
"hsc369","m","HSC_369",249.32439224,24.06561942,"HSC_369"
"hsc370","o","HSC_370",288.26613841,8.54293483,"HSC_370"
"hsc371","m","HSC_371",292.9204684,6.38014292,"HSC_371"
"hsc373","o","HSC_373",286.79905433,9.95696538,"HSC_373"
"hsc374","o","HSC_374",289.42492901,8.63162324,"HSC_374"
"hsc375","o","HSC_375",289.21767308,8.75445726,"HSC_375"
"hsc376","m","HSC_376",312.76324004,-4.03262783,"HSC_376"
"hsc379","o","HSC_379",289.19116647,9.05773677,"HSC_379"
"hsc380","o","HSC_380",286.42325527,10.71352567,"HSC_380"
"hsc381","m","HSC_381",271.38575712,17.77089873,"HSC_381"
"hsc382","m","HSC_382",301.18088721,2.99601387,"HSC_382"
"hsc384","m","HSC_384",288.3257068,9.98065698,"HSC_384"
"hsc385","o","HSC_385",288.39012041,10.33261559,"HSC_385"
"hsc386","o","HSC_386",288.1372943,10.51295829,"HSC_386"
"hsc387","o","HSC_387",285.28027151,12.43320989,"HSC_387"
"hsc388","m","HSC_388",272.77360467,18.22433698,"HSC_388"
"hsc389","m","HSC_389",292.59315768,8.86838474,"HSC_389"
"hsc390","m","HSC_390",317.15263605,-4.50643883,"HSC_390"
"hsc391","o","HSC_391",295.72866128,7.61084835,"HSC_391"
"hsc392","o","HSC_392",294.92868887,8.26762595,"HSC_392"
"hsc393","o","HSC_393",289.78877578,11.10295618,"HSC_393"
"hsc394","o","HSC_394",292.46500754,10.19647281,"HSC_394"
"hsc396","m","HSC_396",317.19241303,-3.6713698,"HSC_396"
"hsc397","o","HSC_397",290.50229337,11.53148145,"HSC_397"
"hsc398","o","HSC_398",289.9424829,12.52812146,"HSC_398"
"hsc399","o","HSC_399",287.77910557,13.87004835,"HSC_399"
"hsc401","o","HSC_401",288.0159107,13.92589801,"HSC_401"
"hsc402","o","HSC_402",290.2922529,12.86478998,"HSC_402"
"hsc403","o","HSC_403",289.84014718,13.3389216,"HSC_403"
"hsc404","m","HSC_404",295.77391055,10.36514048,"HSC_404"
"hsc405","o","HSC_405",289.43847712,13.93805328,"HSC_405"
"hsc406","o","HSC_406",290.28883902,13.58830678,"HSC_406"
"hsc407","o","HSC_407",289.20456223,14.17781624,"HSC_407"
"hsc408","o","HSC_408",289.56792739,14.45675871,"HSC_408"
"hsc409","m","HSC_409",274.88530851,21.25419953,"HSC_409"
"hsc410","m","HSC_410",298.02020634,10.45650855,"HSC_410"
"hsc411","o","HSC_411",289.38200843,15.30110535,"HSC_411"
"hsc412","o","HSC_412",290.59612046,15.14049161,"HSC_412"
"hsc413","o","HSC_413",290.84257611,15.41023957,"HSC_413"
"hsc415","m","HSC_415",275.24949942,22.77173921,"HSC_415"
"hsc416","o","HSC_416",287.92620823,17.35726073,"HSC_416"
"hsc419","o","HSC_419",297.01156746,13.29314345,"HSC_419"
"hsc420","d","HSC_420",295.23782743,14.32529216,"HSC_420"
"hsc421","m","HSC_421",299.59614991,11.93015602,"HSC_421"
"hsc422","m","HSC_422",272.37303527,24.81434709,"HSC_422"
"hsc423","m","HSC_423",279.14427471,22.41847096,"HSC_423"
"hsc425","m","HSC_425",281.67461447,21.54590802,"HSC_425"
"hsc426","o","HSC_426",292.91209098,16.16175425,"HSC_426"
"hsc427","m","HSC_427",316.83624681,1.94343695,"HSC_427"
"hsc428","o","HSC_428",294.18053382,15.79040653,"HSC_428"
"hsc429","m","HSC_429",283.43590159,21.11695646,"HSC_429"
"hsc430","o","HSC_430",292.78645271,16.71924907,"HSC_430"
"hsc431","o","HSC_431",291.24345074,17.54328518,"HSC_431"
"hsc432","o","HSC_432",293.83000592,16.47687572,"HSC_432"
"hsc433","o","HSC_433",289.60887984,18.74049175,"HSC_433"
"hsc434","o","HSC_434",286.82543827,20.10659994,"HSC_434"
"hsc435","m","HSC_435",308.26819105,8.89393648,"HSC_435"
"hsc436","o","HSC_436",291.30926115,18.72450673,"HSC_436"
"hsc437","o","HSC_437",290.6191085,19.14004166,"HSC_437"
"hsc438","o","HSC_438",290.48798758,19.26881421,"HSC_438"
"hsc440","m","HSC_440",303.71049058,11.99760503,"HSC_440"
"hsc441","o","HSC_441",292.58735103,18.27863179,"HSC_441"
"hsc442","m","HSC_442",291.81751366,18.74374191,"HSC_442"
"hsc443","o","HSC_443",291.39710324,19.7211932,"HSC_443"
"hsc444","o","HSC_444",295.12678888,17.78522837,"HSC_444"
"hsc445","m","HSC_445",300.24690948,15.0150541,"HSC_445"
"hsc446","o","HSC_446",290.0260434,20.82297762,"HSC_446"
"hsc447","o","HSC_447",294.65958813,18.55095559,"HSC_447"
"hsc448","m","HSC_448",328.62717258,-3.03937369,"HSC_448"
"hsc449","o","HSC_449",293.20533483,19.37218138,"HSC_449"
"hsc450","m","HSC_450",295.16421374,18.48038203,"HSC_450"
"hsc451","o","HSC_451",293.41171365,19.44429451,"HSC_451"
"hsc452","m","HSC_452",299.83286995,16.65448623,"HSC_452"
"hsc453","m","HSC_453",261.10601329,32.04786338,"HSC_453"
"hsc454","m","HSC_454",294.36610423,19.74966419,"HSC_454"
"hsc455","o","HSC_455",287.10767761,23.38451057,"HSC_455"
"hsc456","o","HSC_456",295.04358613,19.97614065,"HSC_456"
"hsc457","o","HSC_457",294.81730823,20.17282904,"HSC_457"
"hsc458","o","HSC_458",294.27555694,20.49131976,"HSC_458"
"hsc460","m","HSC_460",322.89030915,2.62495963,"HSC_460"
"hsc461","o","HSC_461",295.5599183,20.18389646,"HSC_461"
"hsc462","m","HSC_462",288.74590129,23.93343699,"HSC_462"
"hsc463","o","HSC_463",295.76597828,20.49189051,"HSC_463"
"hsc464","o","HSC_464",295.79236793,20.52018546,"HSC_464"
"hsc465","m","HSC_465",312.30081109,10.56233369,"HSC_465"
"hsc466","o","HSC_466",290.88265252,23.32930436,"HSC_466"
"hsc467","m","HSC_467",297.12286383,20.14149712,"HSC_467"
"hsc469","m","HSC_469",271.94522014,31.0196817,"HSC_469"
"hsc470","o","HSC_470",294.04101625,22.30107545,"HSC_470"
"hsc471","m","HSC_471",291.08283426,23.81098585,"HSC_471"
"hsc473","m","HSC_473",321.54137608,5.55401467,"HSC_473"
"hsc474","m","HSC_474",260.80498651,34.70830494,"HSC_474"
"hsc475","m","HSC_475",282.33228024,28.58196541,"HSC_475"
"hsc476","m","HSC_476",285.01903306,27.54252596,"HSC_476"
"hsc477","m","HSC_477",234.69520677,36.62019434,"HSC_477"
"hsc478","o","HSC_478",298.53771195,21.01786103,"HSC_478"
"hsc479","m","HSC_479",278.88818868,30.12896414,"HSC_479"
"hsc480","o","HSC_480",295.2325673,23.03590698,"HSC_480"
"hsc482","m","HSC_482",293.78606048,24.13322028,"HSC_482"
"hsc483","m","HSC_483",280.54550673,29.94071615,"HSC_483"
"hsc485","o","HSC_485",296.74020142,23.06644638,"HSC_485"
"hsc486","o","HSC_486",295.10731609,24.24729093,"HSC_486"
"hsc487","m","HSC_487",299.58343252,21.83196964,"HSC_487"
"hsc488","o","HSC_488",297.82170068,23.13672176,"HSC_488"
"hsc489","o","HSC_489",294.80894227,24.83974234,"HSC_489"
"hsc490","m","HSC_490",296.99919,23.90534562,"HSC_490"
"hsc491","o","HSC_491",294.58071065,25.4469054,"HSC_491"
"hsc492","o","HSC_492",297.16515976,24.28786679,"HSC_492"
"hsc493","m","HSC_493",289.76115924,27.98967154,"HSC_493"
"hsc494","o","HSC_494",298.12685743,23.82130152,"HSC_494"
"hsc496","m","HSC_496",296.29919678,24.95040834,"HSC_496"
"hsc497","m","HSC_497",295.4445662,25.48664993,"HSC_497"
"hsc498","o","HSC_498",296.83384851,24.77425079,"HSC_498"
"hsc499","m","HSC_499",298.71014787,23.8602772,"HSC_499"
"hsc500","d","HSC_500",241.50730877,38.43537519,"HSC_500"
"hsc501","m","HSC_501",301.95977861,22.30931416,"HSC_501"
"hsc502","o","HSC_502",294.79912904,26.26294511,"HSC_502"
"hsc504","o","HSC_504",298.89723142,25.00958162,"HSC_504"
"hsc505","m","HSC_505",295.98442485,26.95052267,"HSC_505"
"hsc506","o","HSC_506",296.6242306,26.62553838,"HSC_506"
"hsc507","m","HSC_507",297.45207602,26.20107308,"HSC_507"
"hsc508","m","HSC_508",338.42951196,-3.31382361,"HSC_508"
"hsc509","o","HSC_509",297.5103454,26.46230492,"HSC_509"
"hsc510","m","HSC_510",291.51789407,29.96327021,"HSC_510"
"hsc511","o","HSC_511",295.67062676,28.306066,"HSC_511"
"hsc512","m","HSC_512",282.52902458,34.11555576,"HSC_512"
"hsc513","o","HSC_513",297.45735179,27.89485917,"HSC_513"
"hsc514","o","HSC_514",298.661846,27.7256274,"HSC_514"
"hsc515","m","HSC_515",300.62136451,26.69190235,"HSC_515"
"hsc516","o","HSC_516",299.74483534,27.19578376,"HSC_516"
"hsc517","m","HSC_517",304.8031923,24.81887769,"HSC_517"
"hsc519","o","HSC_519",298.21794593,28.64268368,"HSC_519"
"hsc521","m","HSC_521",299.45231045,28.13105815,"HSC_521"
"hsc522","o","HSC_522",297.35906517,29.30319091,"HSC_522"
"hsc523","o","HSC_523",299.69243502,28.08836518,"HSC_523"
"hsc524","m","HSC_524",227.22363567,39.57394348,"HSC_524"
"hsc525","o","HSC_525",302.25674406,26.80376801,"HSC_525"
"hsc527","o","HSC_527",299.31946867,29.19153664,"HSC_527"
"hsc528","o","HSC_528",297.70465747,30.21118661,"HSC_528"
"hsc529","o","HSC_529",298.66846857,29.80023571,"HSC_529"
"hsc530","o","HSC_530",300.07046254,29.08170576,"HSC_530"
"hsc531","o","HSC_531",299.83174791,29.26253778,"HSC_531"
"hsc532","m","HSC_532",290.72167597,33.69080976,"HSC_532"
"hsc533","o","HSC_533",298.66634674,30.07731926,"HSC_533"
"hsc534","m","HSC_534",290.15418643,34.14721798,"HSC_534"
"hsc535","o","HSC_535",298.99282341,30.24762161,"HSC_535"
"hsc536","m","HSC_536",298.54383191,30.53883197,"HSC_536"
"hsc537","o","HSC_537",297.20823739,31.3592615,"HSC_537"
"hsc538","o","HSC_538",299.84206672,30.06269729,"HSC_538"
"hsc539","o","HSC_539",299.50290148,30.34829897,"HSC_539"
"hsc540","o","HSC_540",304.89514486,27.71021798,"HSC_540"
"hsc541","m","HSC_541",297.7008766,31.69146562,"HSC_541"
"hsc543","o","HSC_543",300.83355642,30.42328099,"HSC_543"
"hsc544","m","HSC_544",299.29914835,31.24228796,"HSC_544"
"hsc545","o","HSC_545",303.62664466,28.94626471,"HSC_545"
"hsc546","o","HSC_546",302.20944831,29.83755832,"HSC_546"
"hsc548","o","HSC_548",302.23145561,30.6535523,"HSC_548"
"hsc549","o","HSC_549",300.57821256,31.5970271,"HSC_549"
"hsc550","o","HSC_550",302.1545872,30.75452559,"HSC_550"
"hsc551","o","HSC_551",289.66903154,37.3319885,"HSC_551"
"hsc552","m","HSC_552",280.49893044,40.46436627,"HSC_552"
"hsc553","o","HSC_553",296.07417568,34.90241141,"HSC_553"
"hsc554","o","HSC_554",300.23962201,32.94515493,"HSC_554"
"hsc555","d","HSC_555",297.44553586,34.3552062,"HSC_555"
"hsc557","o","HSC_557",301.3665092,32.71123681,"HSC_557"
"hsc558","m","HSC_558",287.87234735,38.80934537,"HSC_558"
"hsc560","m","HSC_560",295.89352016,35.83954226,"HSC_560"
"hsc561","o","HSC_561",303.41918225,32.48443302,"HSC_561"
"hsc562","m","HSC_562",306.83256941,30.6259894,"HSC_562"
"hsc563","m","HSC_563",296.28698472,36.50006599,"HSC_563"
"hsc564","m","HSC_564",295.62035547,37.09491842,"HSC_564"
"hsc565","m","HSC_565",278.95089355,42.84138653,"HSC_565"
"hsc566","o","HSC_566",299.70396902,35.5290567,"HSC_566"
"hsc567","o","HSC_567",299.02161813,35.98541795,"HSC_567"
"hsc568","d","HSC_568",299.20204325,36.12789648,"HSC_568"
"hsc569","m","HSC_569",289.34304184,40.61551245,"HSC_569"
"hsc570","m","HSC_570",285.41597857,42.07868629,"HSC_570"
"hsc571","o","HSC_571",304.16996785,34.43270842,"HSC_571"
"hsc572","m","HSC_572",290.68210158,40.62193951,"HSC_572"
"hsc573","o","HSC_573",303.63209021,34.78893063,"HSC_573"
"hsc574","o","HSC_574",301.24370223,36.0602038,"HSC_574"
"hsc575","m","HSC_575",325.56787852,19.09883335,"HSC_575"
"hsc576","m","HSC_576",311.27961353,30.42512754,"HSC_576"
"hsc579","o","HSC_579",302.3108377,36.06401403,"HSC_579"
"hsc580","o","HSC_580",305.52397067,34.38180207,"HSC_580"
"hsc581","o","HSC_581",296.75067805,38.91139451,"HSC_581"
"hsc582","o","HSC_582",300.10640981,37.41085306,"HSC_582"
"hsc583","o","HSC_583",302.77563791,36.15291651,"HSC_583"
"hsc584","o","HSC_584",301.53277088,36.90595162,"HSC_584"
"hsc585","o","HSC_585",305.82238857,34.58431323,"HSC_585"
"hsc586","o","HSC_586",305.3526146,35.45102279,"HSC_586"
"hsc588","o","HSC_588",302.72888666,37.29254762,"HSC_588"
"hsc589","o","HSC_589",303.27484742,37.78808695,"HSC_589"
"hsc590","m","HSC_590",263.20836324,48.63573254,"HSC_590"
